Survey_ID,Ground_Truth_Class,Img_Minus30,Img_Minus20,Img_Minus10,Img_Target,Img_Target_Original,Img_Full
169,Descending,S169_minus30_crop.jpg,S169_minus20_crop.jpg,S169_minus10_crop.jpg,S169_target_crop.jpg,S169_target_original.jpg,S169_full_context.jpg
170,Descending,S170_minus30_crop.jpg,S170_minus20_crop.jpg,S170_minus10_crop.jpg,S170_target_crop.jpg,S170_target_original.jpg,S170_full_context.jpg
171,Descending,S171_minus30_crop.jpg,S171_minus20_crop.jpg,S171_minus10_crop.jpg,S171_target_crop.jpg,S171_target_original.jpg,S171_full_context.jpg
172,Passing,S172_minus30_crop.jpg,S172_minus20_crop.jpg,S172_minus10_crop.jpg,S172_target_crop.jpg,S172_target_original.jpg,S172_full_context.jpg
173,Descending,S173_minus30_crop.jpg,S173_minus20_crop.jpg,S173_minus10_crop.jpg,S173_target_crop.jpg,S173_target_original.jpg,S173_full_context.jpg
174,Passing,S174_minus30_crop.jpg,S174_minus20_crop.jpg,S174_minus10_crop.jpg,S174_target_crop.jpg,S174_target_original.jpg,S174_full_context.jpg
175,Descending,S175_minus30_crop.jpg,S175_minus20_crop.jpg,S175_minus10_crop.jpg,S175_target_crop.jpg,S175_target_original.jpg,S175_full_context.jpg
176,Descending,S176_minus30_crop.jpg,S176_minus20_crop.jpg,S176_minus10_crop.jpg,S176_target_crop.jpg,S176_target_original.jpg,S176_full_context.jpg
177,Descending,S177_minus30_crop.jpg,S177_minus20_crop.jpg,S177_minus10_crop.jpg,S177_target_crop.jpg,S177_target_original.jpg,S177_full_context.jpg
178,Descending,S178_minus30_crop.jpg,S178_minus20_crop.jpg,S178_minus10_crop.jpg,S178_target_crop.jpg,S178_target_original.jpg,S178_full_context.jpg
179,Passing,S179_minus30_crop.jpg,S179_minus20_crop.jpg,S179_minus10_crop.jpg,S179_target_crop.jpg,S179_target_original.jpg,S179_full_context.jpg
180,Descending,S180_minus30_crop.jpg,S180_minus20_crop.jpg,S180_minus10_crop.jpg,S180_target_crop.jpg,S180_target_original.jpg,S180_full_context.jpg
181,Ascending,S181_minus30_crop.jpg,S181_minus20_crop.jpg,S181_minus10_crop.jpg,S181_target_crop.jpg,S181_target_original.jpg,S181_full_context.jpg
182,Descending,S182_minus30_crop.jpg,S182_minus20_crop.jpg,S182_minus10_crop.jpg,S182_target_crop.jpg,S182_target_original.jpg,S182_full_context.jpg
183,Descending,S183_minus30_crop.jpg,S183_minus20_crop.jpg,S183_minus10_crop.jpg,S183_target_crop.jpg,S183_target_original.jpg,S183_full_context.jpg
184,Descending,S184_minus30_crop.jpg,S184_minus20_crop.jpg,S184_minus10_crop.jpg,S184_target_crop.jpg,S184_target_original.jpg,S184_full_context.jpg
185,Ascending,S185_minus30_crop.jpg,S185_minus20_crop.jpg,S185_minus10_crop.jpg,S185_target_crop.jpg,S185_target_original.jpg,S185_full_context.jpg
186,Descending,S186_minus30_crop.jpg,S186_minus20_crop.jpg,S186_minus10_crop.jpg,S186_target_crop.jpg,S186_target_original.jpg,S186_full_context.jpg
187,Descending,S187_minus30_crop.jpg,S187_minus20_crop.jpg,S187_minus10_crop.jpg,S187_target_crop.jpg,S187_target_original.jpg,S187_full_context.jpg
188,Ascending,S188_minus30_crop.jpg,S188_minus20_crop.jpg,S188_minus10_crop.jpg,S188_target_crop.jpg,S188_target_original.jpg,S188_full_context.jpg
189,Ascending,S189_minus30_crop.jpg,S189_minus20_crop.jpg,S189_minus10_crop.jpg,S189_target_crop.jpg,S189_target_original.jpg,S189_full_context.jpg
190,Ascending,S190_minus30_crop.jpg,S190_minus20_crop.jpg,S190_minus10_crop.jpg,S190_target_crop.jpg,S190_target_original.jpg,S190_full_context.jpg
191,Ascending,S191_minus30_crop.jpg,S191_minus20_crop.jpg,S191_minus10_crop.jpg,S191_target_crop.jpg,S191_target_original.jpg,S191_full_context.jpg
192,Descending,S192_minus30_crop.jpg,S192_minus20_crop.jpg,S192_minus10_crop.jpg,S192_target_crop.jpg,S192_target_original.jpg,S192_full_context.jpg
193,Ascending,S193_minus30_crop.jpg,S193_minus20_crop.jpg,S193_minus10_crop.jpg,S193_target_crop.jpg,S193_target_original.jpg,S193_full_context.jpg
194,Descending,S194_minus30_crop.jpg,S194_minus20_crop.jpg,S194_minus10_crop.jpg,S194_target_crop.jpg,S194_target_original.jpg,S194_full_context.jpg
195,Descending,S195_minus30_crop.jpg,S195_minus20_crop.jpg,S195_minus10_crop.jpg,S195_target_crop.jpg,S195_target_original.jpg,S195_full_context.jpg
196,Descending,S196_minus30_crop.jpg,S196_minus20_crop.jpg,S196_minus10_crop.jpg,S196_target_crop.jpg,S196_target_original.jpg,S196_full_context.jpg
197,Ascending,S197_minus30_crop.jpg,S197_minus20_crop.jpg,S197_minus10_crop.jpg,S197_target_crop.jpg,S197_target_original.jpg,S197_full_context.jpg
198,Passing,S198_minus30_crop.jpg,S198_minus20_crop.jpg,S198_minus10_crop.jpg,S198_target_crop.jpg,S198_target_original.jpg,S198_full_context.jpg
199,Ascending,S199_minus30_crop.jpg,S199_minus20_crop.jpg,S199_minus10_crop.jpg,S199_target_crop.jpg,S199_target_original.jpg,S199_full_context.jpg
200,Ascending,S200_minus30_crop.jpg,S200_minus20_crop.jpg,S200_minus10_crop.jpg,S200_target_crop.jpg,S200_target_original.jpg,S200_full_context.jpg
